QKEY,INTERVIEW_START_W154,INTERVIEW_END_W154,DEVICE_TYPE_W154,SVYMODE_W154,LANG_W154,SAMPSOURCE_W154,FORM_W154,X_GENDER_W154,FEELMOD_a_W154,FEELMOD_b_W154,CLOSEFRI_W154,GENFRIONE_W154,GENFRIMANY_W154,COMMFRI_a_W154,COMMFRI_b_W154,COMMFRI_c_W154,COMMFRI_d_W154,POSITIONW_a_W154,POSITIONW_b_W154,POSITIONW_c_W154,POSITIONW_d_W154,POSITIONM_a_W154,POSITIONM_b_W154,POSITIONM_c_W154,POSITIONM_d_W154,MENONLYWB_W154,WOMENONLYWB_W154,MENONLYSOC_W154,WOMENONLYSOC_W154,EMOSUPPFAM_a_W154,EMOSUPPFAM_b_W154,EMOSUPPFAM_c_W154,EMOSUPPFAM_d_W154,EMOSUPPOTH_a_W154,EMOSUPPOTH_b_W154,EMOSUPPOTH_c_W154,DIFF1_a_W154,DIFF1_b_W154,DIFF1_c_W154,DIFF1_d_W154,DIFF1_e_W154,DIFF2_a_W154,DIFF2_b_W154,DIFF2_c_W154,DIFF2_d_W154,DIFF2_e_W154,MASCSCALE_W154,FEMSCALE_W154,MASCFEM_W154,LEARNMAN_a_W154,LEARNMAN_b_W154,LEARNMAN_c_W154,LEARNMAN_d_W154,LEARNMAN_e_W154,LEARNMAN_f_W154,LEARNMAN_g_W154,LEARNMAN_h_W154,LEARNMAN_i_W154,LEARNWOMAN_a_W154,LEARNWOMAN_b_W154,LEARNWOMAN_c_W154,LEARNWOMAN_d_W154,LEARNWOMAN_e_W154,LEARNWOMAN_f_W154,LEARNWOMAN_g_W154,LEARNWOMAN_h_W154,LEARNWOMAN_i_W154,ROLES1_W154,ROLES2_W154,CHANGE1_a_W154,CHANGE1_b_W154,CHANGE1_c_W154,CHANGE1_d_W154,CHANGE1_e_W154,CHANGE1_f_W154,WHOBETTER_a_W154,WHOBETTER_b_W154,WHOBETTER_c_W154,WHOBETTER_d_W154,WHOBETTER_e_W154,WHOBETTER_f_W154,BOYS_a_W154,BOYS_b_W154,BOYS_c_W154,BOYS_d_W154,GIRLS_a_W154,GIRLS_b_W154,GIRLS_c_W154,GIRLS_d_W154,CHANGEMEN_a_W154,CHANGEMEN_b_W154,CHANGEMEN_c_W154,CHANGEMEN_d_W154,CHANGEMEN_e_W154,CHANGEMEN_f_W154,CHANGEMEN_g_W154,CHANGEWOM_a_W154,CHANGEWOM_b_W154,CHANGEWOM_c_W154,CHANGEWOM_d_W154,CHANGEWOM_e_W154,CHANGEWOM_f_W154,CHANGEWOM_g_W154,DEIAFFECT_a_W154,DEIAFFECT_b_W154,DEIAFFECT_c_W154,DEIAFFECT_d_W154,DEIAFFECT_e_W154,DEIAFFECT_f_W154,DEIAFFECT_g_W154,DEIAFFECT_h_W154,MASCPOSNEG_W154,MASCPOSGOODBAD_W154,MASCNEGGOODBAD_W154,VALUEMEN_a_W154,VALUEMEN_b_W154,VALUEMEN_c_W154,VALUEMEN_d_W154,VALUEMEN_e_W154,VALUEMEN_f_W154,VALUEMEN_g_W154,VALUEMEN_h_W154,MENACCEPT1_a_W154,MENACCEPT1_b_W154,MENACCEPT1_c_W154,MENACCEPT1_d_W154,MENACCEPT1_e_W154,MENACCEPT1_f_W154,MENACCEPT2_a_W154,MENACCEPT2_b_W154,MENACCEPT2_c_W154,MENACCEPT2_d_W154,TRANSGEND2MOD_W154,TRANSGEND11_W154,TRANSGEND12_W154,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_RELIGCAT1,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W154
201801115757,2024-09-04T18:29:11Z,2024-09-04T18:39:22Z,1,1,9,7,1,2,3,3,2,,1,2,1,1,5,4,4,3,3,4,4,3,3,2,2,,,3,6,3,1,3,5,4,1,2,2,2,1,,1,2,1,,3,3,0,,,,,,,,,,5,1,1,5,4,5,4,5,4,2,2,3,3,1,1,3,3,1,3,2,3,1,2,2,2,1,2,,,,,2,3,3,3,4,3,2,3,3,2,3,4,2,4,4,4,2,2,2,2,2,2,1,3,,2,1,3,2,1,2,3,2,5,5,4,2,3,5,2,2,4,2,2,2,2,1,3,6,3,2,2,1,6,2,1,1,1,1,6,1,1,1,,1,1,1,9,2,2,2,3,1.188297381074223
201801116156,2024-09-04T18:06:31Z,2024-09-04T18:38:18Z,1,1,9,7,1,1,3,2,2,,1,3,2,4,3,3,4,2,1,1,2,4,4,2,1,,,1,1,4,3,3,3,4,2,2,2,2,1,2,1,1,2,,2,4,2,1,2,3,2,4,3,3,3,2,,,,,,,,,,2,2,1,3,1,2,1,3,1,3,1,3,1,3,2,2,2,2,,,,,2,3,2,5,2,3,2,5,1,1,2,2,1,2,3,1,2,1,2,1,3,2,1,1,,2,1,1,2,1,2,1,2,1,1,1,2,2,1,3,5,5,2,2,2,2,1,3,6,2,2,1,1,5,2,1,2,2,1,1,1,1,2,,2,3,1,9,3,1,2,3,0.2666499172581348
201801116475,2024-09-05T07:36:24Z,2024-09-05T07:48:20Z,1,1,9,7,2,2,3,4,1,1,,5,5,5,5,2,3,4,3,4,4,3,3,,,3,3,6,6,6,3,3,4,4,2,2,2,2,1,2,1,2,1,,5,2,-3,,,,,,,,,,6,6,1,2,3,6,1,3,3,1,1,1,3,1,3,1,3,1,1,3,3,1,3,,,,,3,3,3,2,4,3,3,4,4,2,2,4,3,2,5,3,4,4,3,5,1,1,3,2,6,2,3,,,2,3,3,2,1,3,1,2,4,5,4,3,3,4,3,5,5,3,1,2,2,1,3,6,3,3,2,3,2,2,1,1,1,1,3,1,1,1,,1,1,1,1,1,1,2,1,1.1003840194963017
201801116548,2024-09-06T08:59:57Z,2024-09-06T09:42:14Z,3,1,9,7,2,2,4,2,2,,2,5,2,3,6,4,4,2,2,4,4,2,2,,,2,2,4,6,6,2,1,5,4,2,2,2,2,1,1,1,1,1,,4,3,-1,,,,,,,,,,3,3,1,2,3,6,2,5,4,3,3,2,1,1,2,3,3,1,3,3,3,1,3,3,3,3,3,,,,,2,3,3,3,3,3,2,1,2,1,3,3,1,2,4,2,2,2,2,2,3,2,2,,2,3,2,3,2,3,2,3,3,5,5,4,3,4,5,2,3,4,4,2,1,2,1,3,6,3,4,2,1,6,2,1,1,1,1,1,1,1,1,,1,1,1,9,2,2,1,3,1.510028134718993
201801116917,2024-09-05T21:48:05Z,2024-09-05T22:08:13Z,1,1,9,7,1,2,5,1,2,,1,1,2,1,6,99,99,99,99,99,99,99,99,6,6,,,6,6,6,6,5,5,5,2,2,2,2,1,1,2,2,2,,5,1,-4,,,,,,,,,,6,99,99,6,99,99,6,99,6,1,2,3,3,3,3,3,3,1,1,1,1,1,1,,,,,2,2,2,2,1,1,1,1,1,1,1,2,2,2,99,2,2,1,1,1,5,2,5,2,2,6,1,1,,3,3,3,3,3,2,3,3,5,5,5,1,3,5,2,2,4,4,2,2,2,1,3,6,99,1,2,2,3,2,1,2,2,1,6,1,1,3,2,2,3,1,9,2,99,2,99,1.964053193870465
201801117071,2024-09-04T18:12:39Z,2024-09-04T18:20:58Z,1,1,9,7,2,2,3,3,2,,1,5,4,5,4,4,4,4,4,4,4,4,4,,,2,2,1,1,1,4,3,4,4,2,2,2,2,2,2,1,2,1,2,4,2,-2,,,,,,,,,,1,1,1,3,3,3,1,4,4,1,1,3,3,1,3,3,3,1,2,3,3,1,1,,,,,3,3,3,3,2,2,2,2,4,2,4,2,1,2,2,1,1,4,2,2,2,2,2,2,2,2,1,1,,2,1,1,2,3,2,1,2,5,4,4,2,3,4,1,3,5,1,2,2,2,1,3,6,2,2,2,2,4,2,1,1,1,1,1,1,1,1,,1,1,1,9,2,2,2,3,1.4539194127241932
201801117121,2024-09-05T08:14:46Z,2024-09-05T08:27:38Z,1,1,9,7,1,2,3,2,2,,2,5,2,4,3,3,3,2,2,3,3,2,2,1,1,,,3,5,5,3,2,5,1,2,2,2,2,2,1,1,1,1,2,3,3,0,,,,,,,,,,3,5,4,3,4,5,1,5,4,2,3,1,3,3,3,1,3,3,3,3,3,3,3,3,2,2,3,,,,,3,2,2,2,3,2,2,3,2,1,1,3,1,2,5,4,1,1,2,2,1,1,1,1,,2,2,2,2,3,2,3,2,5,4,4,3,4,5,3,3,3,3,2,1,2,2,3,6,3,2,2,3,2,2,1,1,1,1,1,1,1,1,,1,1,1,9,2,1,1,2,1.2956048994481717
201801117181,2024-09-04T20:56:54Z,2024-09-04T21:12:06Z,1,1,9,7,2,2,4,3,1,1,,1,2,3,2,2,3,4,4,4,3,4,4,,,6,6,1,4,1,5,3,5,5,2,2,2,2,2,1,1,2,1,2,4,2,-2,,,,,,,,,,3,5,2,2,5,4,3,3,2,1,2,1,3,3,1,1,3,1,2,2,3,1,3,3,2,1,2,,,,,4,3,3,4,4,3,3,4,2,2,3,4,2,3,5,5,1,2,2,1,6,6,1,3,,2,1,1,2,3,2,1,2,5,5,3,2,4,5,3,5,3,3,2,2,2,2,3,6,3,2,2,2,3,2,1,1,1,1,1,1,1,1,,1,1,2,1,2,2,1,1,1.4226472485988455
201801117280,2024-09-10T20:37:14Z,2024-09-10T20:50:23Z,1,1,9,7,2,2,4,2,1,1,,2,1,3,3,3,3,3,3,3,3,3,3,,,3,3,3,3,3,4,2,4,4,1,2,2,2,1,,2,2,1,,3,2,-1,,,,,,,,,,3,5,3,3,5,6,5,5,3,2,2,3,3,2,1,1,1,1,1,1,3,1,3,,,,,3,3,3,3,3,3,4,3,4,3,4,3,3,4,3,4,4,4,6,6,6,6,6,6,6,6,1,3,,2,1,3,2,1,2,3,2,5,5,4,3,4,4,4,4,5,4,2,1,2,1,3,6,3,2,2,3,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,1,1.301255617622805
201801117373,2024-09-05T14:57:52Z,2024-09-05T15:11:28Z,1,1,9,7,2,1,4,2,2,,2,4,2,5,6,2,3,2,2,2,3,4,3,,,1,1,2,1,4,3,4,5,4,2,2,2,2,2,1,1,1,1,1,3,5,2,3,1,1,1,2,1,2,5,4,,,,,,,,,,1,1,2,2,2,2,1,1,1,2,3,3,1,3,,,,,3,3,3,3,2,5,4,5,5,3,3,2,1,1,5,5,1,3,5,5,5,5,5,5,5,5,2,,2,2,3,2,3,2,3,3,1,2,3,5,2,3,3,4,5,5,2,2,2,2,1,3,6,2,2,1,1,5,1,1,1,3,1,1,2,2,1,,1,1,1,9,2,1,1,2,0.08241760333207344
201801117443,2024-09-05T09:40:16Z,2024-09-05T10:05:34Z,1,1,9,7,2,1,3,3,3,,,,,,,3,2,3,3,3,2,3,3,,,3,3,2,5,5,3,3,5,4,2,2,2,2,2,1,1,1,1,1,2,4,2,5,3,4,3,5,3,5,5,5,,,,,,,,,,1,1,2,1,1,2,3,3,1,1,3,1,1,3,,,,,3,1,3,3,3,4,5,5,5,3,5,2,2,2,5,5,3,5,3,3,3,3,3,3,3,3,1,1,,2,1,2,2,3,3,2,2,5,4,5,3,4,4,3,4,3,4,2,1,1,1,3,6,3,2,1,1,5,2,1,1,1,1,1,2,2,1,,1,1,1,4,2,2,2,1,1.3890010147096243
201801117516,2024-09-05T11:38:11Z,2024-09-05T11:52:24Z,1,1,9,7,1,2,3,2,2,,1,4,3,3,2,3,3,3,3,3,3,3,3,3,3,,,3,3,3,4,3,4,3,1,2,2,2,1,,1,2,1,,5,2,-3,,,,,,,,,,4,3,1,3,3,6,2,4,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,1,3,,2,3,3,2,3,2,3,2,5,4,4,2,3,4,2,2,4,2,2,2,2,1,3,6,2,3,2,1,5,2,1,2,2,1,1,1,1,2,,2,4,1,7,4,2,2,2,0.27513032787734387
201801117536,2024-09-04T10:41:39Z,2024-09-04T11:17:01Z,3,2,9,7,1,2,3,1,2,,3,1,2,2,1,3,3,2,3,3,3,2,3,2,6,,,5,3,3,2,3,5,2,1,2,2,2,2,,2,1,1,2,3,1,-2,,,,,,,,,,6,6,5,6,6,6,2,6,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,,,,,1,1,1,2,5,4,5,2,2,5,2,5,5,5,1,1,1,1,2,2,1,1,1,1,,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,5,3,1,3,,2,3,6,3,3,2,3,1,2,1,2,2,1,6,1,1,2,,2,3,3,1,3,2,1,1,0.3985671995319019
201801117801,2024-09-06T09:55:58Z,2024-09-06T10:03:33Z,3,1,9,7,1,2,4,2,2,,2,5,2,3,2,3,3,3,3,4,4,4,4,3,2,,,6,4,3,4,1,5,3,1,1,2,2,1,,,2,2,,4,3,-1,,,,,,,,,,6,3,3,3,3,4,2,3,2,3,2,1,3,1,1,1,3,3,3,3,3,3,3,1,2,1,3,,,,,2,3,3,4,4,3,3,2,2,2,4,4,2,3,3,3,2,2,2,2,2,2,1,3,,2,1,1,2,1,2,1,2,4,5,5,3,3,5,2,3,3,4,2,2,2,1,3,6,2,3,2,1,6,2,1,1,1,1,6,1,1,3,2,2,3,1,9,3,1,1,2,1.3658082613639033
201801118074,2024-09-04T19:36:28Z,2024-09-04T19:45:27Z,3,1,9,7,1,2,5,2,2,,2,3,2,5,1,3,3,3,3,3,3,3,3,3,3,,,1,6,6,5,2,5,1,2,2,2,2,2,2,2,2,2,2,4,2,-2,,,,,,,,,,5,6,2,6,5,5,6,5,6,1,1,1,1,1,1,1,1,3,3,3,3,3,3,,,,,3,1,3,3,3,3,3,3,3,3,3,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,1,1,,1,2,2,1,2,1,2,1,3,2,4,99,3,3,5,5,5,5,2,1,2,1,3,6,3,3,2,2,4,2,1,1,1,1,1,1,1,1,,1,1,3,9,1,1,2,2,1.6649070478239492
201801118120,2024-09-05T08:59:11Z,2024-09-05T09:16:11Z,1,1,9,7,1,2,3,2,2,,1,2,2,2,6,4,4,2,2,5,5,5,5,3,3,,,6,6,6,1,1,5,5,1,2,2,2,2,,1,1,2,2,5,2,-3,,,,,,,,,,2,1,1,1,5,5,5,5,2,2,2,3,3,1,2,1,1,1,3,1,3,1,3,3,2,2,3,,,,,3,3,1,2,3,3,2,2,2,1,2,1,1,2,3,3,2,2,2,2,2,2,3,,,2,1,1,2,1,2,3,2,5,5,5,3,99,5,3,3,4,4,1,2,2,1,3,6,2,4,2,2,3,2,1,1,1,1,3,1,1,3,2,2,3,1,3,3,4,2,2,1.8619544018266205
201801118212,2024-09-05T08:17:30Z,2024-09-05T08:53:29Z,1,1,9,7,2,2,2,2,1,1,,3,2,4,2,3,3,3,3,2,3,4,2,,,6,4,1,1,3,3,3,4,3,2,2,2,2,2,2,1,1,2,2,3,2,-1,,,,,,,,,,3,4,2,2,4,4,3,4,3,3,2,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,,,,,3,3,2,2,2,5,2,2,2,4,2,2,2,1,4,3,2,2,3,2,3,3,1,1,,3,3,3,2,3,3,3,3,5,4,4,3,4,4,3,5,3,3,2,2,2,1,3,6,3,2,2,2,4,2,1,1,1,1,2,12,3,4,1,1,2,3,9,3,1,2,3,1.324757155468026
201801118346,2024-09-06T09:51:17Z,2024-09-06T10:01:17Z,1,1,9,7,2,1,4,2,2,,2,5,1,2,2,2,3,3,3,4,4,3,3,,,3,2,1,1,2,4,2,4,4,99,2,2,2,1,,1,2,2,,3,5,2,3,3,3,2,3,3,3,3,2,,,,,,,,,,3,3,1,1,1,1,1,1,3,3,3,3,3,3,,,,,3,3,3,3,2,3,3,3,2,3,5,2,2,2,3,4,2,4,4,3,2,2,2,2,3,3,3,,,3,3,1,3,1,2,3,3,4,4,2,3,3,3,2,3,4,3,2,2,2,1,3,7,1,2,1,1,6,2,1,1,1,1,1,2,2,3,1,1,2,1,9,3,2,2,3,1.5006294825902295
201801118503,2024-09-04T19:08:46Z,2024-09-04T19:25:34Z,1,1,9,7,2,2,4,2,2,,2,2,1,2,6,2,3,3,3,2,4,3,3,,,3,3,1,3,6,1,1,5,3,1,1,2,2,1,,,2,2,,4,3,-1,,,,,,,,,,5,2,4,3,3,6,5,3,3,3,2,3,3,1,1,3,3,1,3,3,3,1,3,,,,,2,3,2,3,4,4,3,3,3,3,3,3,2,99,2,3,4,2,6,6,6,6,6,6,6,6,3,,,3,3,1,2,3,3,1,2,3,4,3,1,3,3,1,1,1,3,2,2,2,1,3,6,99,2,2,1,6,2,1,1,1,1,1,1,1,3,2,2,3,1,9,3,1,1,3,1.3495014781550831
201801118540,2024-09-09T05:04:39Z,2024-09-09T05:20:46Z,3,1,9,7,2,2,4,2,1,1,,5,5,6,5,3,3,3,3,3,3,3,3,,,2,2,6,3,6,2,4,5,3,2,2,1,2,1,2,1,,2,,4,2,-2,,,,,,,,,,2,2,2,2,3,6,6,5,3,2,2,3,3,2,1,3,3,1,3,2,3,3,3,3,3,3,2,,,,,3,3,3,3,2,3,3,3,2,2,3,2,2,2,6,6,6,6,6,6,6,6,1,3,,2,1,1,3,1,2,2,2,4,4,5,3,3,4,2,2,3,4,2,3,,1,3,6,2,4,2,1,5,2,1,1,1,1,5,1,1,3,1,1,1,2,6,2,2,2,2,1.842440451672162
201801118633,2024-09-05T06:45:32Z,2024-09-05T07:38:29Z,1,1,9,7,1,1,3,2,2,,1,3,2,3,2,2,1,2,2,3,3,2,1,4,4,,,4,6,6,3,4,5,5,2,2,2,2,2,2,1,1,2,2,3,3,0,2,6,6,2,6,6,6,4,4,,,,,,,,,,1,1,3,3,3,1,3,3,1,3,1,3,1,1,2,2,2,2,,,,,2,3,3,3,3,2,1,3,3,2,2,2,3,2,3,4,3,3,3,3,3,3,3,,,2,2,1,2,1,2,1,2,3,4,4,4,3,4,2,2,3,2,2,2,2,2,3,6,3,3,1,2,3,2,1,1,1,1,1,12,3,2,,2,3,1,6,3,2,2,2,1.6590784007066617
201801118856,2024-09-05T06:36:06Z,2024-09-05T07:27:30Z,3,1,9,7,2,1,4,2,2,,4,1,1,3,1,3,4,2,2,2,3,2,3,,,2,2,1,2,6,2,2,4,1,2,2,2,2,1,1,2,2,1,,3,3,0,2,6,2,3,6,6,3,3,3,,,,,,,,,,2,2,1,1,1,1,1,1,1,2,3,3,3,3,,,,,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,2,3,3,2,2,1,1,2,2,2,,1,2,3,3,2,1,2,1,2,3,1,2,2,2,2,1,1,5,2,1,1,2,1,3,5,2,3,1,1,5,2,1,2,2,1,1,1,1,2,,2,4,1,9,4,1,2,3,0.16681702504930004
201801119047,2024-09-06T09:54:56Z,2024-09-06T10:09:28Z,1,1,9,7,1,2,5,3,2,,3,2,2,4,2,3,3,2,1,3,3,3,2,2,2,,,1,1,6,3,3,3,5,2,2,2,2,2,2,1,2,2,2,5,3,-2,,,,,,,,,,4,4,2,4,5,6,6,5,5,2,2,1,1,1,1,1,1,3,3,3,3,3,3,,,,,3,3,3,3,4,3,3,4,2,3,4,2,3,3,2,2,4,3,4,3,6,6,6,6,6,6,3,,,2,2,2,2,2,2,2,2,3,5,3,3,3,4,2,2,2,4,1,1,2,1,3,6,3,2,2,3,2,2,1,1,1,1,1,11,4,4,2,2,3,2,1,3,1,2,1,1.2337951906113789
201801119259,2024-09-05T11:39:07Z,2024-09-05T12:01:47Z,1,1,9,7,1,1,1,2,3,,,,,,,3,2,2,3,1,3,2,2,1,2,,,2,1,3,4,4,3,2,2,2,2,2,1,1,1,1,2,,2,5,3,2,1,2,3,3,3,1,5,3,,,,,,,,,,2,1,1,2,2,3,3,3,1,2,3,3,3,3,3,2,3,2,,,,,2,2,2,4,4,3,3,3,1,1,4,4,2,3,4,2,1,2,3,3,3,2,2,,2,2,3,3,2,1,2,3,2,5,5,4,4,2,4,1,2,4,4,1,2,2,1,3,6,3,2,1,1,5,2,1,1,1,1,1,1,1,1,,1,1,1,8,2,1,1,2,1.2574550569218903
201801119302,2024-09-04T21:13:09Z,2024-09-04T21:27:37Z,1,1,9,7,1,2,3,3,2,,2,5,4,5,1,2,3,3,3,2,2,3,3,5,4,,,6,6,6,1,2,5,5,2,2,2,2,1,2,1,1,2,,5,3,-2,,,,,,,,,,6,6,1,3,6,6,5,5,5,2,3,2,3,3,3,1,1,1,2,3,3,1,3,3,2,3,2,,,,,3,1,3,4,3,3,1,1,1,2,5,3,2,2,6,5,5,5,5,5,5,5,3,,,2,2,1,2,3,2,3,2,5,4,3,3,4,5,2,4,5,2,2,2,2,2,3,6,3,3,2,2,3,2,1,1,1,1,6,1,1,1,,1,2,1,3,4,1,1,1,1.5529078886874903
201801119337,2024-09-04T20:18:49Z,2024-09-04T20:46:41Z,1,1,9,7,2,2,3,3,1,1,,3,6,4,6,3,3,3,3,4,5,5,4,,,3,3,1,6,6,2,2,5,3,2,2,2,2,2,1,1,1,1,2,5,3,-2,,,,,,,,,,3,3,3,5,6,6,5,5,5,3,3,1,2,3,3,3,3,1,3,3,1,1,3,,,,,2,3,2,3,3,3,2,5,3,3,3,3,3,3,5,3,3,3,6,6,6,6,6,6,6,6,1,1,,3,3,3,3,3,3,3,3,4,4,4,3,3,4,2,3,5,2,2,2,2,1,3,6,3,3,2,3,2,2,1,1,1,1,1,1,1,1,,1,9,1,3,99,3,2,2,1.250328097799258
201801119453,2024-09-09T07:56:20Z,2024-09-09T08:37:14Z,1,1,9,7,2,2,4,2,2,,2,4,3,3,5,3,3,3,3,2,3,3,4,,,2,2,1,2,3,4,1,5,4,1,2,1,2,2,,1,,1,1,4,2,-2,,,,,,,,,,3,5,2,4,5,5,2,5,5,1,1,2,2,3,2,1,3,3,3,3,3,1,3,,,,,3,3,3,3,1,1,3,3,2,3,3,2,1,1,3,4,2,3,4,2,6,2,6,2,6,2,3,,,3,3,3,3,3,3,2,3,5,4,4,2,2,4,4,4,3,3,1,2,2,1,3,6,2,2,2,2,3,2,1,1,1,1,1,1,1,4,1,1,1,1,99,1,2,2,99,1.4280521293603252
201801119499,2024-09-04T18:45:45Z,2024-09-04T19:07:18Z,1,1,9,7,1,1,4,2,2,,2,2,2,3,6,3,4,3,4,2,3,4,2,2,2,,,1,1,1,2,3,5,4,2,2,2,2,2,1,1,1,1,1,2,4,2,1,1,2,2,4,4,2,3,3,,,,,,,,,,1,1,1,1,2,1,1,2,1,2,3,3,1,2,2,1,2,2,,,,,2,2,1,4,3,2,2,4,1,1,2,4,2,1,5,4,1,1,2,1,3,2,2,,2,2,3,2,1,2,1,3,3,5,4,2,2,3,4,3,4,3,2,1,1,2,1,3,6,2,1,1,1,5,2,1,1,1,1,1,1,1,1,,1,1,1,9,2,2,2,2,1.459922409837238
201801119678,2024-09-04T21:13:58Z,2024-09-04T21:25:38Z,1,1,9,7,1,2,4,2,2,,2,2,2,2,5,3,3,2,2,3,3,2,2,1,1,,,2,1,6,2,1,4,4,1,2,2,2,1,,1,2,2,,3,3,0,,,,,,,,,,2,3,1,1,2,3,4,4,2,2,2,1,1,3,1,2,2,3,3,3,3,3,3,3,2,3,3,,,,,2,3,2,3,3,3,4,3,3,2,3,2,2,2,4,3,2,1,2,2,2,2,3,,,2,1,3,2,1,2,3,2,4,4,4,3,5,4,2,3,4,4,2,2,2,1,3,6,2,3,2,1,5,2,1,1,1,1,1,2,2,3,2,2,3,1,9,3,2,1,3,1.4373671697288086
201801119693,2024-09-05T09:57:46Z,2024-09-05T10:17:23Z,3,1,9,7,1,1,3,1,2,,2,5,5,5,5,4,4,2,2,4,4,2,3,2,1,,,2,6,6,2,3,3,3,2,2,2,2,1,1,1,1,1,,3,4,1,4,4,4,4,4,4,4,4,4,,,,,,,,,,3,3,2,2,1,3,2,3,3,3,3,3,3,3,,,,,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,2,,2,1,2,1,2,1,2,1,2,5,4,4,3,4,4,3,3,3,2,2,2,2,1,3,6,1,4,1,1,6,2,4,3,5,4,1,8,4,3,1,1,2,1,9,3,2,1,3,0.17645285057062654
201801119741,2024-09-04T20:38:30Z,2024-09-04T20:57:12Z,1,1,9,7,1,2,3,2,1,1,,5,3,5,3,2,4,3,3,3,4,3,3,2,3,,,3,6,6,2,2,3,4,2,2,2,2,2,1,1,1,1,2,4,3,-1,,,,,,,,,,4,3,1,4,4,6,3,5,3,1,3,3,1,1,3,1,1,3,3,3,3,3,3,,,,,3,3,3,3,2,3,2,3,2,3,3,3,2,3,3,3,2,3,4,4,6,3,6,3,6,6,3,,,3,3,2,3,3,1,3,3,5,4,4,2,3,4,4,4,5,2,2,1,2,1,3,6,2,3,2,2,3,2,1,1,1,1,1,1,1,1,,1,1,1,5,2,2,2,2,1.5664324261284361
201801119943,2024-09-10T12:38:10Z,2024-09-10T13:21:54Z,1,1,9,7,1,2,5,1,2,,1,2,1,4,1,3,3,2,1,4,4,3,3,1,1,,,1,1,1,3,1,5,1,2,2,2,2,2,1,1,2,2,1,5,1,-4,,,,,,,,,,3,1,1,2,2,6,1,5,4,1,1,1,1,1,3,1,1,3,2,3,3,1,1,2,2,2,2,,,,,2,1,1,3,2,1,1,2,1,2,4,3,2,2,3,3,2,2,2,2,2,2,1,1,,2,3,3,2,3,2,2,2,5,5,4,2,3,4,2,5,5,2,2,3,,1,3,6,1,2,2,1,6,2,1,2,2,1,1,1,1,2,,2,3,1,8,2,1,2,2,0.1698856627796435
201801119950,2024-09-05T08:09:54Z,2024-09-05T08:23:57Z,3,1,9,7,2,1,4,3,3,,,,,,,4,4,3,3,4,4,3,3,,,2,2,2,6,4,3,3,4,4,1,2,2,2,2,,1,1,2,2,2,5,3,2,2,3,3,3,2,3,3,3,,,,,,,,,,3,2,3,3,1,3,2,1,1,3,2,3,1,1,3,3,3,3,,,,,3,2,3,3,2,3,2,3,2,1,4,4,1,2,3,2,1,1,4,4,4,4,3,,,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,4,3,3,1,2,2,1,3,6,3,4,1,1,5,2,1,1,1,1,1,1,1,1,,1,1,1,9,2,2,2,3,1.2301973426050448
201801120049,2024-09-04T23:29:03Z,2024-09-05T00:42:50Z,1,1,9,7,1,2,5,2,2,,3,2,2,6,6,5,5,2,3,5,5,2,3,3,3,,,6,6,6,1,2,5,5,1,2,1,1,1,,1,,,,5,4,-1,,,,,,,,,,6,5,5,5,6,6,5,5,5,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,,,,,2,99,2,3,1,2,2,3,3,1,3,1,1,1,6,6,1,1,1,2,1,1,3,,,3,3,3,3,3,3,3,3,5,5,5,3,5,4,1,4,5,4,1,2,2,1,3,6,2,4,2,2,3,2,1,1,1,1,5,1,1,1,,1,2,1,9,3,2,2,3,1.5818065169659659
201801120406,2024-09-10T13:05:59Z,2024-09-10T13:15:55Z,1,1,9,7,1,2,2,2,3,,,,,,,3,3,3,3,3,3,3,3,1,1,,,5,1,3,3,5,5,2,2,2,2,2,2,1,1,1,1,1,4,2,-2,,,,,,,,,,3,3,1,3,2,6,3,5,3,2,3,1,1,1,3,1,3,1,3,3,3,3,3,,,,,3,3,3,3,4,3,5,2,3,3,2,2,3,2,2,2,2,2,5,2,1,1,2,2,2,2,1,1,,3,3,3,3,3,3,3,3,5,4,2,2,5,2,2,3,3,2,1,3,,2,3,6,3,2,2,1,5,2,1,1,1,1,4,2,2,1,,1,1,1,9,2,2,2,3,1.3870773079910574
